Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,MT,MT-SS-039,pointsPenalties,What is the second DUI jail time in Montana?,5 days in jail,7 days in jail,10 days in jail,30 days in jail,B,1,"In Montana, a second DUI conviction requires a minimum of 7 days in jail. Additional penalties may include fines, license suspension, and mandatory treatment programs."
State-Specific,MT,MT-SS-040,pointsPenalties,What is the third DUI jail time in Montana?,10 days in jail,30 days in jail,60 days in jail,90 days in jail,B,1,"In Montana, a third DUI conviction requires a minimum of 30 days in jail. Additional penalties may include fines, license suspension, and mandatory treatment programs."
State-Specific,MT,MT-SS-041,pointsPenalties,What is Montana's DUI with bac 0.16%+ doubles?,Fine only,Jail only,Both fine and jail,Suspension only,C,2,"In Montana, BAC 0.16%+ doubles both fine and minimum jail. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,MT,MT-SS-042,pointsPenalties,What is the fourth DUI jail time in Montana?,Up to 5 years,Up to 7 years,13 months-5 years,1-10 years,C,2,"In Montana, fourth DUI (felony) carries 13 months to 5 years."
State-Specific,MT,MT-SS-043,stateUnique,Is Montana an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Hybrid state,B,1,"Montana is an at-fault state, meaning the driver who caused an accident is financially responsible for paying damages to other parties involved."
State-Specific,MT,MT-SS-044,stateUnique,What is Montana's 24/7 sobriety program requires?,Daily testing,IID,Both available,Neither,C,2,"In Montana, 24/7 program offers daily testing or continuous monitoring."
State-Specific,MT,MT-SS-045,stateUnique,Montana had no daytime speed limit until?,1974,1995,1999,Never had limits,C,2,Montana had 'reasonable and prudent' until 1999.
State-Specific,MT,MT-SS-046,stateUnique,Probationary license for DUI offenders requires?,IID only,SR-22 only,Both IID and SR-22,Neither,C,2,"In Montana, probationary license requires both IID and SR-22."
State-Specific,MT,MT-SS-047,stateUnique,Montana ACT (Alcohol Compliance Training)?,For servers,For DUI offenders,For teens,For all drivers,B,1,"In Montana, aCT is treatment program for DUI offenders."
State-Specific,MT,MT-SS-048,stateUnique,What is Montana's vehicle forfeiture possible after?,Second DUI,Third DUI,Fourth DUI,Not available,C,2,"In Montana, vehicle forfeiture possible after fourth DUI."
State-Specific,MT,MT-SS-049,stateUnique,How is DUI causing serious bodily injury classified in Montana?,A misdemeanor,A felony,Same as regular DUI,Aggravated only,B,1,"In Montana, DUI causing serious bodily injury to another person is classified as a felony. This carries substantially higher penalties than a standard DUI, including significant prison time."
State-Specific,MT,MT-SS-050,stateUnique,At what age can you get a hardship/junior permit in Montana?,45 days of suspension,60 days,90 days,Not available,A,0,"In Montana, hardship license may be available after 45 days."
State-Specific,NE,NE-SS-001,speedLimits,What is the maximum speed limit on Nebraska interstates?,70 miles per hour,75 miles per hour,80 miles per hour,85 miles per hour,B,1,"Nebraska's maximum speed limit on major highways is 75 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,NE,NE-SS-002,speedLimits,What is Nebraska's the speed limit on nebraska expressways?,60 miles per hour,65 miles per hour,70 miles per hour,75 miles per hour,B,1,"In Nebraska, expressways have 65 mph limit. Always observe posted speed limits and adjust for road conditions."
State-Specific,NE,NE-SS-003,speedLimits,What is the residential speed limit in Nebraska?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Nebraska residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,NE,NE-SS-004,speedLimits,What is the school zone speed limit in Nebraska?,15 miles per hour,20 miles per hour,25 miles per hour,As posted,C,2,"In Nebraska, the speed limit in school zones is 25 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,NE,NE-SS-005,speedLimits,What is Nebraska's business district speed limit?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,"In Nebraska, business districts typically have a 25 mph speed limit. These lower limits account for increased pedestrian traffic and commercial activity."
State-Specific,NE,NE-SS-006,speedLimits,What is Nebraska's speeding 35+ mph over?,Infraction,Class III misdemeanor,Class II misdemeanor,A felony,B,1,"In Nebraska, speeding 35+ mph over is Class III misdemeanor."
State-Specific,NE,NE-SS-007,speedLimits,What is Nebraska's points for speeding 1-5 mph over?,0 points on your record,1 point on your record,2 points on your record,3 points on your record,B,1,"In Nebraska, speeding 1-5 mph over adds 1 point. Always observe posted speed limits and adjust for road conditions."
State-Specific,NE,NE-SS-008,speedLimits,What is the license suspension in Nebraska?,8 points on your record,10 points on your record,12 points on your record,15 points on your record,C,2,"In Nebraska, this traffic violation adds 12 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,NE,NE-SS-009,speedLimits,What does Reckless driving add in Nebraska?,4 points on your record,5 points on your record,6 points on your record,8 points on your record,C,2,"In Nebraska, a reckless conviction adds 6 points to your driving record, which can affect your license status and insurance rates."
State-Specific,NE,NE-SS-010,speedLimits,What is Nebraska's work zone speeding carries?,Same fine,Double fine,Triple fine,$300 minimum,B,1,"In Nebraska, fines are doubled in work zones. Always observe posted speed limits and adjust for road conditions."
State-Specific,NE,NE-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Nebraska?,0.10%,0.08%,0.05%,0.07%,B,1,Nebraska's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,NE,NE-SS-012,duiBac,What is Nebraska's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In Nebraska, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,NE,NE-SS-013,duiBac,How is a first DUI classified in Nebraska?,Infraction,Class W misdemeanor,Class I misdemeanor,A felony,B,1,"In Nebraska, a first DUI offense is classified as a misdemeanor, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,NE,NE-SS-014,duiBac,What is the first DUI jail time in Nebraska?,7 days in jail,30 days in jail,60 days in jail,6 months in jail,C,2,"In Nebraska, a DUI conviction can result in up to 60 days in jail, along with fines, license suspension, and other penalties."
State-Specific,NE,NE-SS-015,duiBac,What is the first DUI fine in Nebraska?,Up to $300,Up to $400,Up to $500,"Up to $1,000",C,2,"In Nebraska, first DUI carries up to $500 fine. Additional penalties may apply based on your specific circumstances."
State-Specific,NE,NE-SS-016,duiBac,What is the first DUI license suspension in Nebraska?,30 days suspension,60 days suspension,6 months suspension,1 year suspension,C,2,"In Nebraska, first DUI results in 6-month revocation. Additional penalties may apply based on your specific circumstances."
State-Specific,NE,NE-SS-017,duiBac,Aggravated DUI threshold in Nebraska is BAC?,0.12%,0.15%,0.18%,0.20%,B,1,"In Nebraska, a BAC of 0.15% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,NE,NE-SS-018,duiBac,How is a third DUI classified in Nebraska?,Class W misdemeanor,Class I misdemeanor,Class IIIA felony,Class IV felony,C,2,"In Nebraska, a third DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,NE,NE-SS-019,gdlLicensing,At what age can you get a LPD permit in Nebraska?,14 years old,15 years old,15 years 6 months old,16 years old,A,0,"Nebraska issues learner's permits to new drivers at age 14, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,NE,NE-SS-020,gdlLicensing,At what age can you get a SOP (school) permit?,14 years old,14 years 2 months old,15 years old,16 years old,B,1,"Nebraska issues learner's permits to new drivers at age 14, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,NE,NE-SS-021,gdlLicensing,At what age can you get a POP (provisional) license?,15 years old,16 years old,16 years 6 months old,17 years old,B,1,"Nebraska issues intermediate licenses to teen drivers at age 16, which includes certain driving restrictions that are lifted as they gain experience."
State-Specific,NE,NE-SS-022,gdlLicensing,What are the nighttime driving restrictions in Nebraska?,10 PM to 6 AM,11 PM to 6 AM,Midnight-6 AM,No restriction,C,2,"In Nebraska, cannot drive midnight to 6 AM. These requirements help ensure new drivers gain adequate experience."
State-Specific,NE,NE-SS-023,gdlLicensing,At what age can you get full license?,16 years 6 months old,17 years old,18 years old,21 years old,B,1,"In Nebraska, drivers become eligible for a full, unrestricted driver's license at age 17, once they have completed all graduated licensing requirements."
State-Specific,NE,NE-SS-024,gdlLicensing,How often must Nebraska driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,B,1,"Nebraska driver's licenses are valid for 5 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,NE,NE-SS-025,gdlLicensing,How many supervised driving hours are required in Nebraska?,40 hours of supervised driving,50 hours of supervised driving,60 hours of supervised driving,75 hours of supervised driving,B,1,"Nebraska requires teen drivers to complete 50 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
